customer_id;first_name;last_name;gender;DOB;job_title;job_industry_category;wealth_segment;deceased_indicator;owns_car;Street;Home;address;postcode;state;country;property_valuation
1759;Quillan;Shortland;Male;1969-06-02;Biostatistician IV;Financial Services;High Net Worth;N;No;Coleman Lane;08731;08731 Coleman Lane;3352;VIC;Australia;6
1760;Kelsy;Barrowcliff;Female;1966-04-27;Dental Hygienist;Health;High Net Worth;N;No;Warner Court;12860;12860 Warner Court;3129;VIC;Australia;8
1761;Kassi;List;Female;1974-08-29;Legal Assistant;Manufacturing;Mass Customer;N;Yes;Cambridge Street;10;10 Cambridge Street;4567;QLD;Australia;7
1762;Gaye;Steutly;Female;1978-04-30;Research Assistant II;Health;Mass Customer;N;Yes;Knutson Point;8943;8943 Knutson Point;4154;QLD;Australia;9
1763;Suzie;Ornillos;Female;1994-10-30;Automation Specialist I;Manufacturing;Affluent Customer;N;Yes;Nevada Road;3;3 Nevada Road;4215;QLD;Australia;3
1764;Zaria;Van der Krui;Female;1960-06-21;Desktop Support Technician;n/a;Mass Customer;N;Yes;Havey Drive;01;01 Havey Drive;2099;NSW;Australia;12
1765;Sibella;O' Mara;Female;1967-02-13;Senior Quality Engineer;n/a;High Net Worth;N;No;Westport Drive;466;466 Westport Drive;2263;NSW;Australia;7
1766;Maye;O'Moylane;Female;1985-10-20;Senior Quality Engineer;n/a;Affluent Customer;N;No;Cherokee Junction;40985;40985 Cherokee Junction;2155;NSW;Australia;10
1767;Cicely;Millier;Female;1959-03-10;Software Engineer IV;Manufacturing;Affluent Customer;N;Yes;Hoepker Pass;410;410 Hoepker Pass;4123;QLD;Australia;5
1768;Normand;Ganderton;Male;1974-02-09;Programmer I;Manufacturing;High Net Worth;N;No;Reinke Street;6;6 Reinke Street;2768;NSW;Australia;10
1769;Sheridan;Shaves;Male;1960-11-26;;n/a;Mass Customer;N;Yes;Superior Drive;9097;9097 Superior Drive;2114;NSW;Australia;8
1770;Chrysler;Vasile;Female;1995-04-10;Junior Executive;n/a;Mass Customer;N;Yes;Hansons Park;6;6 Hansons Park;2145;NSW;Australia;7
1771;Zarah;Santello;Female;1974-11-01;Geological Engineer;Manufacturing;Mass Customer;N;Yes;Dryden Terrace;5394;5394 Dryden Terrace;3149;VIC;Australia;11
1772;Michael;Foulis;Male;1984-07-07;Financial Analyst;Financial Services;High Net Worth;N;Yes;Bultman Parkway;56;56 Bultman Parkway;4721;QLD;Australia;1
1773;Nickolas;Guittet;U;;;IT;Mass Customer;N;Yes;West Hill;835;835 West Hill;2118;NSW;Australia;11
1774;Vidovik;Astall;Male;1978-11-01;Compensation Analyst;Financial Services;Mass Customer;N;Yes;Vermont Pass;8;8 Vermont Pass;3930;VIC;Australia;9
1775;Kimberly;Dishmon;Female;1995-10-01;Actuary;Financial Services;Affluent Customer;N;No;Hanover Crossing;6238;6238 Hanover Crossing;3141;VIC;Australia;7
1776;Korey;Gate;Male;1978-08-26;Accountant I;Financial Services;Affluent Customer;N;No;Thierer Plaza;2;2 Thierer Plaza;3976;VIC;Australia;3
1777;Lucinda;Jerok;Female;1994-05-02;Sales Representative;Retail;Affluent Customer;N;No;Express Avenue;71776;71776 Express Avenue;2749;NSW;Australia;8
1778;Emera;Margrem;Female;2000-07-30;Staff Accountant III;n/a;Mass Customer;N;Yes;Golf View Hill;162;162 Golf View Hill;2011;NSW;Australia;6
1779;Krishnah;Firmage;Male;1996-11-19;Information Systems Manager;Argiculture;Affluent Customer;N;No;Union Place;7389;7389 Union Place;2745;NSW;Australia;8
1780;Maude;Tixier;U;;Research Associate;IT;Mass Customer;N;No;Miller Pass;07;07 Miller Pass;2017;NSW;Australia;9
1781;Sammie;Uglow;Male;1965-07-26;Data Coordiator;n/a;Affluent Customer;N;No;Delladonna Plaza;30;30 Delladonna Plaza;3046;VIC;Australia;8
1782;Ewen;Emes;Male;1966-12-22;Pharmacist;Health;Affluent Customer;N;Yes;Blackbird Lane;7395;7395 Blackbird Lane;2134;NSW;Australia;9
1783;Brett;McCalister;Male;1995-07-30;;Retail;Mass Customer;N;Yes;Hudson Trail;79427;79427 Hudson Trail;3677;VIC;Australia;1
1784;Louella;O' Timony;Female;1994-10-15;GIS Technical Architect;Manufacturing;Mass Customer;N;Yes;Hooker Place;67;67 Hooker Place;2380;NSW;Australia;5
1785;Marty;Whatford;Male;1960-12-10;Clinical Specialist;Health;Mass Customer;N;No;Chinook Avenue;0380;0380 Chinook Avenue;2047;NSW;Australia;12
1786;Lonee;Gorce;Female;1962-03-20;Administrative Assistant III;Argiculture;High Net Worth;N;Yes;Brentwood Trail;4092;4092 Brentwood Trail;2147;NSW;Australia;10
1787;Tull;Godehard.sf;Male;1976-11-21;Executive Secretary;Retail;High Net Worth;N;Yes;Mayfield Trail;613;613 Mayfield Trail;4012;QLD;Australia;6
1788;Anna-diana;Kurten;Female;1964-08-10;Account Representative IV;Financial Services;High Net Worth;N;Yes;Spohn Court;2;2 Spohn Court;2750;NSW;Australia;9
1789;Talya;Darycott;Female;1986-08-29;Analog Circuit Design manager;Property;Mass Customer;N;No;Springs Circle;05239;05239 Springs Circle;3030;VIC;Australia;7
1790;Vite;Molyneux;Male;1993-09-25;Budget/Accounting Analyst IV;Health;Affluent Customer;N;No;Old Gate Drive;59;59 Old Gate Drive;4878;QLD;Australia;5
1791;Ninon;Van Der Hoog;Female;1974-12-25;Data Coordiator;IT;Affluent Customer;N;Yes;Hoard Junction;31186;31186 Hoard Junction;2015;NSW;Australia;12
1792;Dunstan;Kegley;Male;1988-04-07;;Financial Services;Mass Customer;N;No;Crest Line Crossing;2;2 Crest Line Crossing;2072;NSW;Australia;9
1793;Hewett;Handes;Male;1989-06-14;Actuary;Financial Services;Mass Customer;N;Yes;Mallard Drive;18083;18083 Mallard Drive;3075;VIC;Australia;7
1794;Caro;McKirton;Female;1969-03-10;Administrative Officer;Property;Mass Customer;N;No;Lakeland Court;93;93 Lakeland Court;3810;VIC;Australia;6
1795;Wally;Rebbeck;Male;1977-09-21;Internal Auditor;Manufacturing;Affluent Customer;N;No;Thackeray Lane;023;023 Thackeray Lane;2070;NSW;Australia;12
1796;Cayla;Marcus;Female;1969-11-28;Desktop Support Technician;Manufacturing;High Net Worth;N;Yes;Hollow Ridge Trail;79737;79737 Hollow Ridge Trail;2199;NSW;Australia;9
1797;Basile;Le Floch;Male;1974-05-16;Assistant Professor;n/a;Mass Customer;N;No;Union Plaza;95465;95465 Union Plaza;4055;QLD;Australia;7
1798;Eunice;Risom;Female;2000-10-11;Electrical Engineer;Manufacturing;High Net Worth;N;Yes;Old Gate Circle;66238;66238 Old Gate Circle;4157;QLD;Australia;9
1799;Tito;Brash;Male;1977-12-23;;n/a;Affluent Customer;N;No;Delladonna Street;3;3 Delladonna Street;4799;QLD;Australia;3
1800;Dianemarie;Hatherall;Female;1955-09-23;Executive Secretary;Argiculture;High Net Worth;N;No;Mallard Center;3;3 Mallard Center;2251;NSW;Australia;8
1801;Bendix;Olivella;Male;1976-12-23;Legal Assistant;Manufacturing;Affluent Customer;N;No;Eastwood Circle;31;31 Eastwood Circle;2460;NSW;Australia;3
1802;Lizzie;Duke;Female;1973-04-11;Nuclear Power Engineer;Manufacturing;Mass Customer;N;No;Onsgard Place;507;507 Onsgard Place;4701;QLD;Australia;1
1803;Clarinda;Edlyn;Female;1988-01-13;;n/a;Mass Customer;N;No;Dakota Alley;69555;69555 Dakota Alley;4211;QLD;Australia;5
1804;Matelda;Kordas;Female;1963-03-28;Product Engineer;Property;Affluent Customer;N;No;Lawn Court;21969;21969 Lawn Court;2095;NSW;Australia;9
1805;Venus;Sketch;Female;1976-10-15;Budget/Accounting Analyst II;Financial Services;Mass Customer;N;No;Erie Court;7;7 Erie Court;2263;NSW;Australia;7
1806;Gil;De Gregorio;U;;Software Test Engineer IV;IT;Mass Customer;N;No;Oxford Crossing;0724;0724 Oxford Crossing;2146;NSW;Australia;9
1807;Pollyanna;Serjeantson;Female;1955-03-15;Help Desk Operator;n/a;High Net Worth;N;Yes;Monterey Terrace;1;1 Monterey Terrace;2011;NSW;Australia;12
1808;Charles;Carren;Male;1965-12-15;Information Systems Manager;Retail;High Net Worth;N;No;Duke Plaza;75;75 Duke Plaza;2147;NSW;Australia;9
1809;Reba;Southon;Female;1961-01-26;Programmer II;Health;Mass Customer;N;Yes;Lakeland Way;156;156 Lakeland Way;4035;QLD;Australia;9
1810;Royall;Terris;Male;1959-05-06;Geological Engineer;Manufacturing;High Net Worth;N;No;Mosinee Point;91;91 Mosinee Point;2166;NSW;Australia;5
1811;Sylvan;Sugge;Male;1999-10-13;;Financial Services;Mass Customer;N;No;Hooker Avenue;1508;1508 Hooker Avenue;2000;NSW;Australia;8
1812;Daffi;Sewley;Female;1959-07-11;Clinical Specialist;Health;Affluent Customer;N;No;Ridge Oak Alley;3202;3202 Ridge Oak Alley;4121;QLD;Australia;9
1813;Reeva;Eakeley;Female;2001-05-19;Technical Writer;Manufacturing;Mass Customer;N;No;Pepper Wood Street;5510;5510 Pepper Wood Street;3429;VIC;Australia;6
1814;Shawn;Platfoot;Female;1988-08-18;Web Designer IV;Retail;Affluent Customer;N;No;Fairfield Center;42952;42952 Fairfield Center;3012;VIC;Australia;8
1815;Bab;Bingall;Female;1954-03-26;Software Test Engineer I;Argiculture;Mass Customer;N;Yes;Garrison Street;1;1 Garrison Street;3103;VIC;Australia;12
1816;Lonni;Andrichak;Female;1977-02-25;;Argiculture;Mass Customer;N;No;Armistice Street;013;013 Armistice Street;2769;NSW;Australia;10
1817;Jozef;Frizzell;Male;1975-03-13;Graphic Designer;n/a;High Net Worth;N;No;Canary Center;3201;3201 Canary Center;2540;NSW;Australia;9
1818;Katha;Lockhurst;Female;1967-04-01;Assistant Media Planner;Entertainment;Mass Customer;N;Yes;Basil Junction;4365;4365 Basil Junction;2539;NSW;Australia;7
1819;Deedee;Fransinelli;Female;1994-11-23;Graphic Designer;Entertainment;Mass Customer;N;Yes;Toban Road;1164;1164 Toban Road;3806;VIC;Australia;5
1820;Yard;Teeney;Male;1996-04-02;Software Engineer II;IT;Affluent Customer;N;No;Dovetail Way;2364;2364 Dovetail Way;3048;VIC;Australia;6
1821;Fields;Bayne;Male;1972-03-09;Web Developer IV;Entertainment;High Net Worth;N;Yes;Sloan Place;738;738 Sloan Place;3212;VIC;Australia;5
1822;Trudie;Capper;Female;1962-09-18;;Financial Services;Mass Customer;N;No;Jenifer Alley;318;318 Jenifer Alley;2119;NSW;Australia;11
1823;Trude;Rizzardo;Female;1974-05-24;VP Quality Control;n/a;High Net Worth;N;No;Anthes Hill;6395;6395 Anthes Hill;4504;QLD;Australia;4
1824;Robbie;Yakubovics;Female;1959-10-12;Safety Technician III;Manufacturing;Affluent Customer;N;Yes;Forster Lane;36516;36516 Forster Lane;4034;QLD;Australia;7
1825;Arv;Whitsey;Male;1967-02-14;VP Quality Control;Financial Services;Mass Customer;N;Yes;Garrison Plaza;107;107 Garrison Plaza;2200;NSW;Australia;10
1826;Jareb;Langcaster;Male;1961-01-10;Chemical Engineer;Manufacturing;High Net Worth;N;Yes;Oakridge Way;717;717 Oakridge Way;2117;NSW;Australia;8
1827;Stormie;Smyth;Female;1978-01-15;Sales Representative;Retail;Affluent Customer;N;Yes;Doe Crossing Parkway;16405;16405 Doe Crossing Parkway;3630;VIC;Australia;3
1828;Leigha;Bacchus;Female;1987-12-02;Junior Executive;Manufacturing;Affluent Customer;N;No;Monument Place;16;16 Monument Place;4701;QLD;Australia;3
1829;Darcy;Jaslem;Male;1980-10-29;Editor;n/a;Mass Customer;N;No;Talisman Street;99841;99841 Talisman Street;4224;QLD;Australia;3
1830;Nathan;Antognazzi;Male;1985-04-30;Software Consultant;Manufacturing;High Net Worth;N;No;Duke Hill;21;21 Duke Hill;4344;QLD;Australia;4
1831;Lisle;Yokel;Male;1977-11-13;Social Worker;Health;Mass Customer;N;No;Anderson Parkway;891;891 Anderson Parkway;2009;NSW;Australia;10
1832;Elicia;Normanvill;Female;1964-11-05;Programmer Analyst III;Manufacturing;Mass Customer;N;Yes;Holmberg Court;9446;9446 Holmberg Court;2133;NSW;Australia;11
1833;Klemens;Eite;Male;1967-03-15;Actuary;Financial Services;High Net Worth;N;Yes;Cambridge Avenue;46512;46512 Cambridge Avenue;2759;NSW;Australia;8
1834;Otes;Gottelier;Male;1977-06-30;Director of Sales;Financial Services;High Net Worth;N;Yes;Welch Pass;54250;54250 Welch Pass;3145;VIC;Australia;11
1835;Rodrigo;Felce;Male;1993-06-30;Financial Advisor;Financial Services;Affluent Customer;N;Yes;South Court;734;734 South Court;4152;QLD;Australia;8
1836;Rochella;Harce;Female;1955-06-05;Research Nurse;Health;Mass Customer;N;Yes;Banding Avenue;769;769 Banding Avenue;2151;NSW;Australia;10
1837;Tirrell;Cosgreave;Male;1973-12-29;Account Coordinator;Manufacturing;Mass Customer;N;Yes;Northport Hill;2590;2590 Northport Hill;2070;NSW;Australia;11
1838;Jobina;Dudenie;Female;1964-11-25;Business Systems Development Analyst;Financial Services;Affluent Customer;N;Yes;Cascade Way;9649;9649 Cascade Way;2250;NSW;Australia;8
1839;Faythe;Rance;Female;1987-05-08;Internal Auditor;Entertainment;High Net Worth;N;Yes;Valley Edge Lane;69;69 Valley Edge Lane;3144;VIC;Australia;8
1840;Sherman;Gullen;Male;1977-11-04;Staff Scientist;Argiculture;High Net Worth;N;Yes;Monument Street;327;327 Monument Street;3201;VIC;Australia;4
1841;Nathanial;D'Ambrogi;Male;1995-10-22;Administrative Assistant III;Argiculture;Affluent Customer;N;No;Sunnyside Crossing;4;4 Sunnyside Crossing;2125;NSW;Australia;12
1842;Ephrayim;Beville;Male;1977-02-27;Accountant IV;Financial Services;Mass Customer;N;No;Hoffman Alley;8;8 Hoffman Alley;3181;VIC;Australia;10
1843;Kennett;Attack;Male;1984-09-08;Recruiting Manager;n/a;Mass Customer;N;Yes;Duke Crossing;894;894 Duke Crossing;2665;NSW;Australia;1
1844;Amaleta;Slafford;Female;1975-10-21;Product Engineer;n/a;Mass Customer;N;No;Claremont Center;01714;01714 Claremont Center;2474;NSW;Australia;3
1845;Pascal;Veronique;Male;1978-01-16;General Manager;Financial Services;Mass Customer;N;No;Maple Park;6809;6809 Maple Park;3023;VIC;Australia;8
1846;Lorette;Daspar;Female;1978-12-18;Senior Editor;Manufacturing;Affluent Customer;N;No;Karstens Park;95294;95294 Karstens Park;2155;NSW;Australia;9
1847;Bobinette;Stanaway;Female;1978-02-04;Executive Secretary;Manufacturing;Mass Customer;N;No;Bunker Hill Crossing;8872;8872 Bunker Hill Crossing;2196;NSW;Australia;9
1848;Dev;Caghan;Male;1976-11-25;Information Systems Manager;Manufacturing;Mass Customer;N;No;Westport Pass;14;14 Westport Pass;3029;VIC;Australia;6
1849;Jess;Bollans;Male;1958-07-01;;Retail;Mass Customer;N;Yes;Grim Terrace;867;867 Grim Terrace;3754;VIC;Australia;6
1850;Dare;Wasling;Male;1978-05-16;Biostatistician II;Manufacturing;High Net Worth;N;No;International Way;48023;48023 International Way;3630;VIC;Australia;1
1851;Miles;Fallows;Male;1974-03-18;Account Representative II;n/a;Mass Customer;N;No;Prairie Rose Place;0;0 Prairie Rose Place;3802;VIC;Australia;7
1852;Darby;Shailer;Female;1978-01-21;Research Associate;Manufacturing;Affluent Customer;N;No;Porter Lane;56145;56145 Porter Lane;2010;NSW;Australia;10
1853;Agathe;Dimmick;Female;1987-06-20;Recruiter;n/a;Mass Customer;N;Yes;Ridgeway Junction;509;509 Ridgeway Junction;3166;VIC;Australia;10
1854;Mandie;Jeger;Female;1978-09-12;Community Outreach Specialist;n/a;High Net Worth;N;Yes;Eagan Junction;41;41 Eagan Junction;2570;NSW;Australia;8
1855;Foss;Yanele;Male;1971-07-08;Librarian;Entertainment;Mass Customer;N;Yes;Lunder Park;5290;5290 Lunder Park;2287;NSW;Australia;7
1856;Toni;Harbidge;Female;1969-07-20;Associate Professor;Retail;Mass Customer;N;No;Prairie Rose Road;52425;52425 Prairie Rose Road;4500;QLD;Australia;6
1857;Purcell;Chinnery;Male;1968-09-20;Marketing Manager;Manufacturing;Affluent Customer;N;Yes;Toban Crossing;7939;7939 Toban Crossing;2770;NSW;Australia;7
1858;Gabriella;;Female;1957-04-26;Senior Sales Associate;Manufacturing;High Net Worth;N;Yes;Lyons Pass;0672;0672 Lyons Pass;2153;NSW;Australia;10
1859;Melamie;Hardman;Female;1990-04-08;Accountant IV;IT;High Net Worth;N;Yes;Mandrake Parkway;904;904 Mandrake Parkway;2820;NSW;Australia;1
1860;Holly-anne;Hamman;Female;1976-12-28;Nuclear Power Engineer;Manufacturing;Mass Customer;N;Yes;Summer Ridge Street;3007;3007 Summer Ridge Street;4511;QLD;Australia;7
1861;Charlena;Muzzi;Female;1967-07-18;Geological Engineer;Manufacturing;Mass Customer;N;Yes;Veith Junction;47;47 Veith Junction;3196;VIC;Australia;9
1862;Daron;Umpleby;Female;1980-06-29;;Health;High Net Worth;N;Yes;Canary Circle;007;007 Canary Circle;2047;NSW;Australia;12
1863;Adelbert;Doelle;Male;1978-05-11;VP Product Management;Telecommunications;High Net Worth;N;No;Saint Paul Terrace;1;1 Saint Paul Terrace;2161;NSW;Australia;6
1864;Anet;Pellitt;Female;1960-07-03;Senior Quality Engineer;Retail;Mass Customer;N;No;Hovde Center;87705;87705 Hovde Center;4870;QLD;Australia;5
1865;Isabelita;Kitchener;Female;1997-12-24;Office Assistant III;n/a;Mass Customer;N;No;6th Plaza;765;765 6th Plaza;4226;QLD;Australia;7
1866;Huberto;Bazylets;Male;1992-10-07;Marketing Manager;Manufacturing;Mass Customer;N;No;Bartillon Plaza;248;248 Bartillon Plaza;4059;QLD;Australia;9
1867;Tonya;Ritmeier;Female;1986-04-16;Senior Developer;n/a;Affluent Customer;N;No;Lerdahl Way;66811;66811 Lerdahl Way;4160;QLD;Australia;4
1868;Aloisia;Ivel;Female;1988-06-22;Assistant Manager;Retail;Mass Customer;N;No;Coolidge Avenue;5809;5809 Coolidge Avenue;2747;NSW;Australia;6
1869;Neda;Longfellow;Female;1977-10-19;Geologist IV;Financial Services;High Net Worth;N;Yes;Banding Avenue;2769;2769 Banding Avenue;3189;VIC;Australia;10
1870;Alikee;Sjollema;Female;1973-01-16;Graphic Designer;n/a;Affluent Customer;N;No;Monterey Trail;3;3 Monterey Trail;2582;NSW;Australia;9
1871;Shayna;McQuin;Female;1994-01-23;Senior Cost Accountant;Financial Services;High Net Worth;N;Yes;Sheridan Parkway;85549;85549 Sheridan Parkway;4170;QLD;Australia;8
1872;Leif;Feeney;Male;1973-05-28;Help Desk Technician;Manufacturing;Mass Customer;N;Yes;Donald Crossing;4498;4498 Donald Crossing;2525;NSW;Australia;10
1873;Raul;Cabrer;Male;1992-07-09;General Manager;Manufacturing;Affluent Customer;N;Yes;Ridgeway Court;4;4 Ridgeway Court;4030;QLD;Australia;4
1874;Nickolai;McChesney;Male;1957-09-29;;Argiculture;High Net Worth;N;Yes;Bartelt Hill;4;4 Bartelt Hill;4510;QLD;Australia;1
1875;Amory;Bohler;Male;1959-01-11;Staff Scientist;Retail;High Net Worth;N;Yes;Riverside Plaza;91116;91116 Riverside Plaza;2114;NSW;Australia;8
1876;Borden;Wooles;Male;1977-05-28;Recruiting Manager;Financial Services;Affluent Customer;N;No;Almo Point;60911;60911 Almo Point;2066;NSW;Australia;12
1877;Radcliffe;Bartolomeoni;Male;1966-09-09;Associate Professor;Financial Services;High Net Worth;N;Yes;Superior Pass;0;0 Superior Pass;2050;NSW;Australia;8
1878;Pen;Hedgecock;Male;1954-11-06;Account Coordinator;Health;Affluent Customer;N;No;Superior Terrace;9;9 Superior Terrace;2199;NSW;Australia;9
1879;Kermy;Heningam;Male;1967-04-25;Account Representative I;Manufacturing;High Net Worth;N;No;Marquette Hill;57;57 Marquette Hill;4120;QLD;Australia;6
1880;Garrett;Dommett;Male;1972-08-11;;n/a;High Net Worth;N;No;Sommers Place;36;36 Sommers Place;2096;NSW;Australia;12
1881;Gherardo;Lahy;Male;1957-12-10;Quality Control Specialist;n/a;Affluent Customer;N;Yes;Rowland Alley;83148;83148 Rowland Alley;2530;NSW;Australia;8
1882;Justin;Ragless;Male;1964-05-05;Account Executive;Manufacturing;Affluent Customer;N;No;Arrowood Pass;34;34 Arrowood Pass;2567;NSW;Australia;9
1883;Jinny;Cawood;Female;1991-08-13;;Health;Mass Customer;N;No;Mandrake Court;72;72 Mandrake Court;3183;VIC;Australia;9
1884;Aurore;Buckmaster;Female;1969-11-25;;Manufacturing;Mass Customer;N;Yes;Emmet Hill;9;9 Emmet Hill;2042;NSW;Australia;10
1885;Jerome;Sheavills;Male;1982-10-27;Software Consultant;Health;High Net Worth;N;Yes;Pankratz Park;16984;16984 Pankratz Park;2324;NSW;Australia;7
1886;Eugenie;Belcham;Female;1978-09-22;Nurse;IT;Affluent Customer;N;No;Laurel Crossing;9460;9460 Laurel Crossing;4032;QLD;Australia;7
1887;Kynthia;Purcer;Female;1965-06-22;Director of Sales;IT;Affluent Customer;N;Yes;Kinsman Point;5786;5786 Kinsman Point;2127;NSW;Australia;8
1888;Sibyl;Scholtz;Female;2002-01-26;Food Chemist;Health;Mass Customer;N;Yes;Fairfield Way;4;4 Fairfield Way;2487;NSW;Australia;10
1889;Dare;;Male;1973-07-07;Quality Control Specialist;Retail;Affluent Customer;N;No;Michigan Way;319;319 Michigan Way;4350;QLD;Australia;4
1890;Carce;Gunthorp;Male;1972-10-08;Analyst Programmer;Financial Services;Mass Customer;N;No;Fulton Park;49;49 Fulton Park;3156;VIC;Australia;8
1891;Neville;Bloyes;Male;1990-03-02;Marketing Manager;Retail;Mass Customer;N;Yes;Corben Court;0;0 Corben Court;3121;VIC;Australia;11
1892;Allyson;Pinsent;Female;1995-09-07;;Retail;High Net Worth;N;Yes;Drewry Street;8;8 Drewry Street;4655;QLD;Australia;5
1893;Gunar;Sleit;Male;1968-04-22;Administrative Officer;n/a;Mass Customer;N;No;Dawn Center;48;48 Dawn Center;4132;QLD;Australia;3
1894;Patten;Laytham;Male;1976-04-01;Automation Specialist III;Manufacturing;High Net Worth;N;Yes;Forest Point;6244;6244 Forest Point;4103;QLD;Australia;9
1895;Leese;Lohan;Female;1975-09-02;Technical Writer;Manufacturing;Mass Customer;N;No;Donald Court;0306;0306 Donald Court;3844;VIC;Australia;1
1896;Garald;Brasner;Male;1995-04-30;Project Manager;n/a;High Net Worth;N;No;Victoria Alley;3762;3762 Victoria Alley;4078;QLD;Australia;6
1897;Cosette;Callar;Female;1997-08-20;Product Engineer;n/a;Mass Customer;N;Yes;Manley Crossing;3;3 Manley Crossing;4074;QLD;Australia;6
1898;Katalin;Mantz;Female;1979-11-24;Developer III;Manufacturing;Affluent Customer;N;Yes;Summit Point;36866;36866 Summit Point;3750;VIC;Australia;9
1899;Lambert;Vardey;Male;1997-09-02;;Retail;Affluent Customer;N;Yes;Pearson Plaza;9;9 Pearson Plaza;3177;VIC;Australia;7
1900;Noland;Larder;Male;1980-08-15;Safety Technician II;Financial Services;Affluent Customer;N;Yes;Prairie Rose Drive;7450;7450 Prairie Rose Drive;2868;NSW;Australia;1
1901;Vail;Southernwood;Male;1977-08-22;Budget/Accounting Analyst I;Argiculture;Affluent Customer;N;No;Rowland Place;83975;83975 Rowland Place;2166;NSW;Australia;6
1902;Camille;Vallintine;Female;1964-12-01;Environmental Tech;Financial Services;Mass Customer;N;Yes;Weeping Birch Plaza;01;01 Weeping Birch Plaza;2640;NSW;Australia;4
1903;Tucky;Pizzie;Male;1973-11-20;Project Manager;n/a;High Net Worth;N;Yes;Dixon Drive;738;738 Dixon Drive;2575;NSW;Australia;8
1904;Nert;Muglestone;Female;1978-01-25;Technical Writer;IT;High Net Worth;N;Yes;Pearson Court;5766;5766 Pearson Court;2227;NSW;Australia;8
1905;Corabelle;;Female;1953-09-17;Help Desk Technician;Manufacturing;Affluent Customer;N;No;Shelley Center;9;9 Shelley Center;2170;NSW;Australia;7
1906;Waylan;Katte;Male;1988-04-24;Product Engineer;Retail;Mass Customer;N;No;Sundown Trail;07273;07273 Sundown Trail;2358;NSW;Australia;2
1907;Lind;Dredge;Male;1974-11-04;VP Sales;Health;High Net Worth;N;No;Maryland Drive;2;2 Maryland Drive;4227;QLD;Australia;7
1908;Jaquelyn;Workman;Female;1963-12-10;Help Desk Technician;Financial Services;High Net Worth;N;Yes;Roth Place;3;3 Roth Place;2449;NSW;Australia;2
1909;Drucill;Laurand;Female;1984-12-11;Research Assistant II;Argiculture;Affluent Customer;N;Yes;Express Lane;81856;81856 Express Lane;2299;NSW;Australia;6
1910;Yovonnda;Warrior;Female;1959-07-13;Systems Administrator I;Property;High Net Worth;N;Yes;Porter Road;5;5 Porter Road;4014;QLD;Australia;6
1911;Hallsy;De Leek;Male;1980-06-08;Director of Sales;Manufacturing;Mass Customer;N;No;Waywood Road;59;59 Waywood Road;3163;VIC;Australia;8
1912;Hall;Grouer;Male;1992-11-04;Account Coordinator;Manufacturing;High Net Worth;N;No;Anniversary Junction;6838;6838 Anniversary Junction;2484;NSW;Australia;4
1913;Tamiko;Fergie;Female;1973-11-02;Dental Hygienist;Health;Mass Customer;N;Yes;Caliangt Place;90128;90128 Caliangt Place;2484;NSW;Australia;4
1914;Clyve;Sandwick;Male;1968-06-21;VP Product Management;Financial Services;Mass Customer;N;No;Mesta Lane;504;504 Mesta Lane;2261;NSW;Australia;8
1915;Dusty;Tesimon;Female;1953-10-12;Social Worker;Health;Mass Customer;N;Yes;Utah Road;9;9 Utah Road;4179;QLD;Australia;8
1916;Redd;O'Crowley;Male;1995-03-05;Computer Systems Analyst II;Retail;High Net Worth;N;Yes;Atwood Pass;00213;00213 Atwood Pass;2340;NSW;Australia;1
1917;Raquela;Schimpke;Female;1973-07-28;Senior Sales Associate;Argiculture;Affluent Customer;N;Yes;Montana Place;7230;7230 Montana Place;2777;NSW;Australia;9
1918;Devin;Sandeson;U;;Staff Accountant II;IT;Affluent Customer;N;No;Carey Place;51763;51763 Carey Place;3056;VIC;Australia;7
1919;Bartie;Hartburn;Male;1960-12-23;VP Product Management;Argiculture;Mass Customer;N;Yes;Susan Center;4;4 Susan Center;3170;VIC;Australia;9
1920;Rutter;Marlen;Male;1988-01-06;Sales Associate;Financial Services;Mass Customer;N;No;Troy Avenue;745;745 Troy Avenue;2769;NSW;Australia;9
1921;Cybill;Wakes;Female;1982-12-03;Accountant III;n/a;Mass Customer;N;No;Upham Place;6;6 Upham Place;4556;QLD;Australia;7
1922;Ailene;Tomkies;Female;1969-11-11;Speech Pathologist;n/a;High Net Worth;N;Yes;Sugar Place;34694;34694 Sugar Place;4740;QLD;Australia;5
1923;Immanuel;Farlamb;Male;1970-08-23;Health Coach IV;Health;Mass Customer;N;No;Lyons Court;26876;26876 Lyons Court;3166;VIC;Australia;10
1924;Eolande;Kauscher;Female;1965-12-01;VP Product Management;n/a;Mass Customer;N;Yes;Linden Place;8308;8308 Linden Place;2570;NSW;Australia;9
1925;Amaleta;Dickens;Female;1982-01-28;;n/a;Mass Customer;N;Yes;Bluestem Alley;32708;32708 Bluestem Alley;3976;VIC;Australia;7
1926;Stefano;Menhenitt;Male;1957-11-15;Senior Cost Accountant;Financial Services;High Net Worth;N;Yes;Arkansas Place;3542;3542 Arkansas Place;3380;VIC;Australia;1
1927;Masha;Bibbie;Female;1975-07-15;Software Test Engineer I;Manufacturing;Affluent Customer;N;Yes;Anderson Circle;642;642 Anderson Circle;4132;QLD;Australia;5
1928;Sully;Dorling;Male;1977-09-24;Chemical Engineer;Manufacturing;High Net Worth;N;Yes;Continental Alley;8318;8318 Continental Alley;3175;VIC;Australia;7
